Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"M5130.State.Get_Num","DB50.DBB3888",Byte,1,RO,100,,,,,,,,,,"M5130已取数量",
"M5130.State.LastOne","DB50.DBX3883.4",Boolean,1,RO,100,,,,,,,,,,"M5130强制推盘",
"M5130.State.Load","DB70.DBX259.5",Boolean,1,RO,100,,,,,,,,,,"M5130负载",
"M5130.State.MD_State1","DB50.DINT3890",Long,1,RO,100,,,,,,,,,,"M5130码垛状态1",
"M5130.State.MD_State2","DB50.DBB3894",Byte,1,RO,100,,,,,,,,,,"M5130码垛状态2",
"M5130.State.Need_Num","DB50.DBB3887",Byte,1,RO,100,,,,,,,,,,"M5130要取数量",
"M5130.State.PH1","I51.6",Boolean,1,RO,100,,,,,,,,,,"5130到位光电",
"M5130.State.ReversalRun","DB70.DBX259.7",Boolean,1,RO,100,,,,,,,,,,"M5130反转运行",
"M5130.State.Runing","DB70.DBX258.0",Boolean,1,RO,100,,,,,,,,,,"M5130设备运行标志",
"M5130.State.SelectPlace","DB70.DBX258.7",Boolean,1,RO,100,,,,,,,,,,"M5130选中位",
"M5130.State.YX_DX","DB50.DBB3885",Byte,1,RO,100,,,,,,,,,,"M5130码垛垛型",
"M5130.State.YX_Num","DB50.DBB3886",Byte,1,RO,100,,,,,,,,,,"M5130烟箱数量",
"M5130.State.YX_Type","DB50.DBB3884",Byte,1,RO,100,,,,,,,,,,"M5130烟箱类型",
"M5130.Task.Code","DB50.DINT3872",Long,1,RO,100,,,,,,,,,,"M5130托盘条码",
"M5130.Task.DestSta","DB50.DBW3880",Short,1,RO,100,,,,,,,,,,"M5130目标地址",
"M5130.Task.StartSta","DB50.DBW3878",Short,1,RO,100,,,,,,,,,,"M5130起始地址",
"M5130.Task.Task","DB50.DBW3870",Short,1,RO,100,,,,,,,,,,"M5130任务号",
"M5130.Task.TpType","DB50.DBW3876",Short,1,RO,100,,,,,,,,,,"M5130货物类型",
"M5131.Alarm.B_Fault","DB50.DBX3912.4",Boolean,1,RO,100,,,,,,,,,,"M5131后超长",
"M5131.Alarm.DriveFault","DB70.DBX260.2",Boolean,1,RO,100,,,,,,,,,,"M5131驱动器故障",
"M5131.Alarm.EstopFault","DB70.DBX261.3",Boolean,1,RO,100,,,,,,,,,,"M5131急停故障",
"M5131.Alarm.F_Fault","DB50.DBX3912.3",Boolean,1,RO,100,,,,,,,,,,"M5131前超长",
"M5131.Alarm.H_Fault","DB50.DBX3912.2",Boolean,1,RO,100,,,,,,,,,,"M5131超高",
"M5131.Alarm.L_Fault","DB50.DBX3912.5",Boolean,1,RO,100,,,,,,,,,,"M5131左超宽",
"M5131.Alarm.LS_Fault","DB70.DBX261.2",Boolean,1,RO,100,,,,,,,,,,"M5131限位故障",
"M5131.Alarm.NoRead","DB50.DBX3913.1",Boolean,1,RO,100,,,,,,,,,,"M5131条码未读出",
"M5131.Alarm.OutSideFault","DB70.DBX261.1",Boolean,1,RO,100,,,,,,,,,,"M5131货物超边故障",
"M5131.Alarm.PH_Fault","DB70.DBX260.6",Boolean,1,RO,100,,,,,,,,,,"M5131光电管异常",
"M5131.Alarm.QF_Fault","DB70.DBX260.4",Boolean,1,RO,100,,,,,,,,,,"M5131空开故障",
"M5131.Alarm.QS_Fault","DB70.DBX260.5",Boolean,1,RO,100,,,,,,,,,,"M5131隔离开关故障",
"M5131.Alarm.R_Fault","DB50.DBX3912.6",Boolean,1,RO,100,,,,,,,,,,"M5131右超宽",
"M5131.Alarm.RFID_ReadFault","DB50.DBX3913.3",Boolean,1,RO,100,,,,,,,,,,"M5131RFID读取错误",
"M5131.Alarm.RFID_WriteFault","DB50.DBX3913.2",Boolean,1,RO,100,,,,,,,,,,"M5131RFID写入错误",
"M5131.Alarm.TimeOutFault","DB70.DBX260.3",Boolean,1,RO,100,,,,,,,,,,"M5131超时故障",
"M5131.Alarm.TM_JY_Fault","DB50.DBX3913.0",Boolean,1,RO,100,,,,,,,,,,"M5131条码校验故障",
"M5131.Alarm.TotalFault","DB70.DBX260.1",Boolean,1,RO,100,,,,,,,,,,"M5131总故障",
"M5131.Alarm.WX_Fault","DB50.DBX3912.1",Boolean,1,RO,100,,,,,,,,,,"M5131外形故障",
"M5131.Alarm.WX_TM_Fault","DB50.DBX3912.0",Boolean,1,RO,100,,,,,,,,,,"M5131外形条码总故障",
"M5131.State.Allow","DB50.DBB3919",Byte,1,RO,100,,,,,,,,,,"M5131允许拆盘",
"M5131.State.ForwardRun","DB70.DBX261.6",Boolean,1,RO,100,,,,,,,,,,"M5131正转运行",
"M5131.State.Get_Num","DB50.DBB3918",Byte,1,RO,100,,,,,,,,,,"M5131已取数量",
"M5131.State.LastOne","DB50.DBX3913.4",Boolean,1,RO,100,,,,,,,,,,"M5131强制推盘",
"M5131.State.Load","DB70.DBX261.5",Boolean,1,RO,100,,,,,,,,,,"M5131负载",
"M5131.State.MD_State1","DB50.DINT3920",Long,1,RO,100,,,,,,,,,,"M5131码垛状态1",
"M5131.State.MD_State2","DB50.DBB3924",Byte,1,RO,100,,,,,,,,,,"M5131码垛状态2",
"M5131.State.Need_Num","DB50.DBB3917",Byte,1,RO,100,,,,,,,,,,"M5131要取数量",
"M5131.State.PH1","I49.5",Boolean,1,RO,100,,,,,,,,,,"5131到位光电",
"M5131.State.PH2","I49.7",Boolean,1,RO,100,,,,,,,,,,"5131对射保护光电",
"M5131.State.ReversalRun","DB70.DBX261.7",Boolean,1,RO,100,,,,,,,,,,"M5131反转运行",
"M5131.State.Runing","DB70.DBX260.0",Boolean,1,RO,100,,,,,,,,,,"M5131设备运行标志",
"M5131.State.SelectPlace","DB70.DBX260.7",Boolean,1,RO,100,,,,,,,,,,"M5131选中位",
"M5131.State.YX_DX","DB50.DBB3915",Byte,1,RO,100,,,,,,,,,,"M5131码垛垛型",
"M5131.State.YX_Num","DB50.DBB3916",Byte,1,RO,100,,,,,,,,,,"M5131烟箱数量",
"M5131.State.YX_Type","DB50.DBB3914",Byte,1,RO,100,,,,,,,,,,"M5131烟箱类型",
"M5131.Task.Code","DB50.DINT3902",Long,1,RO,100,,,,,,,,,,"M5131托盘条码",
"M5131.Task.DestSta","DB50.DBW3910",Short,1,RO,100,,,,,,,,,,"M5131目标地址",
"M5131.Task.StartSta","DB50.DBW3908",Short,1,RO,100,,,,,,,,,,"M5131起始地址",
"M5131.Task.Task","DB50.DBW3900",Short,1,RO,100,,,,,,,,,,"M5131任务号",
"M5131.Task.TpType","DB50.DBW3906",Short,1,RO,100,,,,,,,,,,"M5131货物类型",
"M5132.Alarm.B_Fault","DB50.DBX3942.4",Boolean,1,RO,100,,,,,,,,,,"M5132后超长",
"M5132.Alarm.DriveFault","DB70.DBX262.2",Boolean,1,RO,100,,,,,,,,,,"M5132驱动器故障",
"M5132.Alarm.EstopFault","DB70.DBX263.3",Boolean,1,RO,100,,,,,,,,,,"M5132急停故障",
"M5132.Alarm.F_Fault","DB50.DBX3942.3",Boolean,1,RO,100,,,,,,,,,,"M5132前超长",
"M5132.Alarm.H_Fault","DB50.DBX3942.2",Boolean,1,RO,100,,,,,,,,,,"M5132超高",
"M5132.Alarm.L_Fault","DB50.DBX3942.5",Boolean,1,RO,100,,,,,,,,,,"M5132左超宽",
"M5132.Alarm.LS_Fault","DB70.DBX263.2",Boolean,1,RO,100,,,,,,,,,,"M5132限位故障",
"M5132.Alarm.NoRead","DB50.DBX3943.1",Boolean,1,RO,100,,,,,,,,,,"M5132条码未读出",
"M5132.Alarm.OutSideFault","DB70.DBX263.1",Boolean,1,RO,100,,,,,,,,,,"M5132货物超边故障",
"M5132.Alarm.PH_Fault","DB70.DBX262.6",Boolean,1,RO,100,,,,,,,,,,"M5132光电管异常",
"M5132.Alarm.QF_Fault","DB70.DBX262.4",Boolean,1,RO,100,,,,,,,,,,"M5132空开故障",
"M5132.Alarm.QS_Fault","DB70.DBX262.5",Boolean,1,RO,100,,,,,,,,,,"M5132隔离开关故障",
"M5132.Alarm.R_Fault","DB50.DBX3942.6",Boolean,1,RO,100,,,,,,,,,,"M5132右超宽",
"M5132.Alarm.RFID_ReadFault","DB50.DBX3943.3",Boolean,1,RO,100,,,,,,,,,,"M5132RFID读取错误",
"M5132.Alarm.RFID_WriteFault","DB50.DBX3943.2",Boolean,1,RO,100,,,,,,,,,,"M5132RFID写入错误",
"M5132.Alarm.TimeOutFault","DB70.DBX262.3",Boolean,1,RO,100,,,,,,,,,,"M5132超时故障",
"M5132.Alarm.TM_JY_Fault","DB50.DBX3943.0",Boolean,1,RO,100,,,,,,,,,,"M5132条码校验故障",
"M5132.Alarm.TotalFault","DB70.DBX262.1",Boolean,1,RO,100,,,,,,,,,,"M5132总故障",
"M5132.Alarm.WX_Fault","DB50.DBX3942.1",Boolean,1,RO,100,,,,,,,,,,"M5132外形故障",
"M5132.Alarm.WX_TM_Fault","DB50.DBX3942.0",Boolean,1,RO,100,,,,,,,,,,"M5132外形条码总故障",
"M5132.State.Allow","DB50.DBB3949",Byte,1,RO,100,,,,,,,,,,"M5132允许拆盘",
"M5132.State.ForwardRun","DB70.DBX263.6",Boolean,1,RO,100,,,,,,,,,,"M5132正转运行",
"M5132.State.Get_Num","DB50.DBB3948",Byte,1,RO,100,,,,,,,,,,"M5132已取数量",
"M5132.State.LastOne","DB50.DBX3943.4",Boolean,1,RO,100,,,,,,,,,,"M5132强制推盘",
"M5132.State.Load","DB70.DBX263.5",Boolean,1,RO,100,,,,,,,,,,"M5132负载",
"M5132.State.MD_State1","DB50.DINT3950",Long,1,RO,100,,,,,,,,,,"M5132码垛状态1",
"M5132.State.MD_State2","DB50.DBB3954",Byte,1,RO,100,,,,,,,,,,"M5132码垛状态2",
"M5132.State.Need_Num","DB50.DBB3947",Byte,1,RO,100,,,,,,,,,,"M5132要取数量",
"M5132.State.PH1","I50.6",Boolean,1,RO,100,,,,,,,,,,"5132到位光电",
"M5132.State.PH2","I50.1",Boolean,1,RO,100,,,,,,,,,,"5132对射保护光电",
"M5132.State.ReversalRun","DB70.DBX263.7",Boolean,1,RO,100,,,,,,,,,,"M5132反转运行",
"M5132.State.Runing","DB70.DBX262.0",Boolean,1,RO,100,,,,,,,,,,"M5132设备运行标志",
"M5132.State.SelectPlace","DB70.DBX262.7",Boolean,1,RO,100,,,,,,,,,,"M5132选中位",
"M5132.State.YX_DX","DB50.DBB3945",Byte,1,RO,100,,,,,,,,,,"M5132码垛垛型",
"M5132.State.YX_Num","DB50.DBB3946",Byte,1,RO,100,,,,,,,,,,"M5132烟箱数量",
"M5132.State.YX_Type","DB50.DBB3944",Byte,1,RO,100,,,,,,,,,,"M5132烟箱类型",
"M5132.Task.Code","DB50.DINT3932",Long,1,RO,100,,,,,,,,,,"M5132托盘条码",
"M5132.Task.DestSta","DB50.DBW3940",Short,1,RO,100,,,,,,,,,,"M5132目标地址",
"M5132.Task.StartSta","DB50.DBW3938",Short,1,RO,100,,,,,,,,,,"M5132起始地址",
"M5132.Task.Task","DB50.DBW3930",Short,1,RO,100,,,,,,,,,,"M5132任务号",
"M5132.Task.TpType","DB50.DBW3936",Short,1,RO,100,,,,,,,,,,"M5132货物类型",
"M5133.Alarm.B_Fault","DB50.DBX3972.4",Boolean,1,RO,100,,,,,,,,,,"M5133后超长",
"M5133.Alarm.DriveFault","DB70.DBX264.2",Boolean,1,RO,100,,,,,,,,,,"M5133驱动器故障",
"M5133.Alarm.EstopFault","DB70.DBX265.3",Boolean,1,RO,100,,,,,,,,,,"M5133急停故障",
"M5133.Alarm.F_Fault","DB50.DBX3972.3",Boolean,1,RO,100,,,,,,,,,,"M5133前超长",
"M5133.Alarm.H_Fault","DB50.DBX3972.2",Boolean,1,RO,100,,,,,,,,,,"M5133超高",
"M5133.Alarm.L_Fault","DB50.DBX3972.5",Boolean,1,RO,100,,,,,,,,,,"M5133左超宽",
"M5133.Alarm.LS_Fault","DB70.DBX265.2",Boolean,1,RO,100,,,,,,,,,,"M5133限位故障",
"M5133.Alarm.NoRead","DB50.DBX3973.1",Boolean,1,RO,100,,,,,,,,,,"M5133条码未读出",
"M5133.Alarm.OutSideFault","DB70.DBX265.1",Boolean,1,RO,100,,,,,,,,,,"M5133货物超边故障",
"M5133.Alarm.PH_Fault","DB70.DBX264.6",Boolean,1,RO,100,,,,,,,,,,"M5133光电管异常",
"M5133.Alarm.QF_Fault","DB70.DBX264.4",Boolean,1,RO,100,,,,,,,,,,"M5133空开故障",
"M5133.Alarm.QS_Fault","DB70.DBX264.5",Boolean,1,RO,100,,,,,,,,,,"M5133隔离开关故障",
"M5133.Alarm.R_Fault","DB50.DBX3972.6",Boolean,1,RO,100,,,,,,,,,,"M5133右超宽",
"M5133.Alarm.RFID_ReadFault","DB50.DBX3973.3",Boolean,1,RO,100,,,,,,,,,,"M5133RFID读取错误",
"M5133.Alarm.RFID_WriteFault","DB50.DBX3973.2",Boolean,1,RO,100,,,,,,,,,,"M5133RFID写入错误",
"M5133.Alarm.TimeOutFault","DB70.DBX264.3",Boolean,1,RO,100,,,,,,,,,,"M5133超时故障",
"M5133.Alarm.TM_JY_Fault","DB50.DBX3973.0",Boolean,1,RO,100,,,,,,,,,,"M5133条码校验故障",
"M5133.Alarm.TotalFault","DB70.DBX264.1",Boolean,1,RO,100,,,,,,,,,,"M5133总故障",
"M5133.Alarm.WX_Fault","DB50.DBX3972.1",Boolean,1,RO,100,,,,,,,,,,"M5133外形故障",
"M5133.Alarm.WX_TM_Fault","DB50.DBX3972.0",Boolean,1,RO,100,,,,,,,,,,"M5133外形条码总故障",
"M5133.State.Allow","DB50.DBB3979",Byte,1,RO,100,,,,,,,,,,"M5133允许拆盘",
"M5133.State.ForwardRun","DB70.DBX265.6",Boolean,1,RO,100,,,,,,,,,,"M5133正转运行",
"M5133.State.Get_Num","DB50.DBB3978",Byte,1,RO,100,,,,,,,,,,"M5133已取数量",
"M5133.State.LastOne","DB50.DBX3973.4",Boolean,1,RO,100,,,,,,,,,,"M5133强制推盘",
"M5133.State.Load","DB70.DBX265.5",Boolean,1,RO,100,,,,,,,,,,"M5133负载",
"M5133.State.MD_State1","DB50.DINT3980",Long,1,RO,100,,,,,,,,,,"M5133码垛状态1",
"M5133.State.MD_State2","DB50.DBB3984",Byte,1,RO,100,,,,,,,,,,"M5133码垛状态2",
"M5133.State.Need_Num","DB50.DBB3977",Byte,1,RO,100,,,,,,,,,,"M5133要取数量",
"M5133.State.PH1","I50.5",Boolean,1,RO,100,,,,,,,,,,"5133到位光电",
"M5133.State.PH2","I50.7",Boolean,1,RO,100,,,,,,,,,,"5133对射保护光电",
"M5133.State.ReversalRun","DB70.DBX265.7",Boolean,1,RO,100,,,,,,,,,,"M5133反转运行",
"M5133.State.Runing","DB70.DBX264.0",Boolean,1,RO,100,,,,,,,,,,"M5133设备运行标志",
"M5133.State.SelectPlace","DB70.DBX264.7",Boolean,1,RO,100,,,,,,,,,,"M5133选中位",
"M5133.State.YX_DX","DB50.DBB3975",Byte,1,RO,100,,,,,,,,,,"M5133码垛垛型",
"M5133.State.YX_Num","DB50.DBB3976",Byte,1,RO,100,,,,,,,,,,"M5133烟箱数量",
"M5133.State.YX_Type","DB50.DBB3974",Byte,1,RO,100,,,,,,,,,,"M5133烟箱类型",
"M5133.Task.Code","DB50.DINT3962",Long,1,RO,100,,,,,,,,,,"M5133托盘条码",
"M5133.Task.DestSta","DB50.DBW3970",Short,1,RO,100,,,,,,,,,,"M5133目标地址",
"M5133.Task.StartSta","DB50.DBW3968",Short,1,RO,100,,,,,,,,,,"M5133起始地址",
"M5133.Task.Task","DB50.DBW3960",Short,1,RO,100,,,,,,,,,,"M5133任务号",
"M5133.Task.TpType","DB50.DBW3966",Short,1,RO,100,,,,,,,,,,"M5133货物类型",
"M5134.Alarm.B_Fault","DB50.DBX4002.4",Boolean,1,RO,100,,,,,,,,,,"M5134后超长",
"M5134.Alarm.DriveFault","DB70.DBX266.2",Boolean,1,RO,100,,,,,,,,,,"M5134驱动器故障",
"M5134.Alarm.EstopFault","DB70.DBX267.3",Boolean,1,RO,100,,,,,,,,,,"M5134急停故障",
"M5134.Alarm.F_Fault","DB50.DBX4002.3",Boolean,1,RO,100,,,,,,,,,,"M5134前超长",
"M5134.Alarm.H_Fault","DB50.DBX4002.2",Boolean,1,RO,100,,,,,,,,,,"M5134超高",
"M5134.Alarm.L_Fault","DB50.DBX4002.5",Boolean,1,RO,100,,,,,,,,,,"M5134左超宽",
"M5134.Alarm.LS_Fault","DB70.DBX267.2",Boolean,1,RO,100,,,,,,,,,,"M5134限位故障",
"M5134.Alarm.NoRead","DB50.DBX4003.1",Boolean,1,RO,100,,,,,,,,,,"M5134条码未读出",
"M5134.Alarm.OutSideFault","DB70.DBX267.1",Boolean,1,RO,100,,,,,,,,,,"M5134货物超边故障",
"M5134.Alarm.PH_Fault","DB70.DBX266.6",Boolean,1,RO,100,,,,,,,,,,"M5134光电管异常",
"M5134.Alarm.QF_Fault","DB70.DBX266.4",Boolean,1,RO,100,,,,,,,,,,"M5134空开故障",
"M5134.Alarm.QS_Fault","DB70.DBX266.5",Boolean,1,RO,100,,,,,,,,,,"M5134隔离开关故障",
"M5134.Alarm.R_Fault","DB50.DBX4002.6",Boolean,1,RO,100,,,,,,,,,,"M5134右超宽",
"M5134.Alarm.RFID_ReadFault","DB50.DBX4003.3",Boolean,1,RO,100,,,,,,,,,,"M5134RFID读取错误",
"M5134.Alarm.RFID_WriteFault","DB50.DBX4003.2",Boolean,1,RO,100,,,,,,,,,,"M5134RFID写入错误",
"M5134.Alarm.TimeOutFault","DB70.DBX266.3",Boolean,1,RO,100,,,,,,,,,,"M5134超时故障",
"M5134.Alarm.TM_JY_Fault","DB50.DBX4003.0",Boolean,1,RO,100,,,,,,,,,,"M5134条码校验故障",
"M5134.Alarm.TotalFault","DB70.DBX266.1",Boolean,1,RO,100,,,,,,,,,,"M5134总故障",
"M5134.Alarm.WX_Fault","DB50.DBX4002.1",Boolean,1,RO,100,,,,,,,,,,"M5134外形故障",
"M5134.Alarm.WX_TM_Fault","DB50.DBX4002.0",Boolean,1,RO,100,,,,,,,,,,"M5134外形条码总故障",
"M5134.State.Allow","DB50.DBB4009",Byte,1,RO,100,,,,,,,,,,"M5134允许拆盘",
"M5134.State.ForwardRun","DB70.DBX267.6",Boolean,1,RO,100,,,,,,,,,,"M5134正转运行",
"M5134.State.Get_Num","DB50.DBB4008",Byte,1,RO,100,,,,,,,,,,"M5134已取数量",
"M5134.State.LastOne","DB50.DBX4003.4",Boolean,1,RO,100,,,,,,,,,,"M5134强制推盘",
"M5134.State.Load","DB70.DBX267.5",Boolean,1,RO,100,,,,,,,,,,"M5134负载",
"M5134.State.MD_State1","DB50.DINT4010",Long,1,RO,100,,,,,,,,,,"M5134码垛状态1",
"M5134.State.MD_State2","DB50.DBB4014",Byte,1,RO,100,,,,,,,,,,"M5134码垛状态2",
"M5134.State.Need_Num","DB50.DBB4007",Byte,1,RO,100,,,,,,,,,,"M5134要取数量",
"M5134.State.PH1","I53.2",Boolean,1,RO,100,,,,,,,,,,"5134到位光电",
"M5134.State.PH2","I53.4",Boolean,1,RO,100,,,,,,,,,,"5134对射保护光电",
"M5134.State.ReversalRun","DB70.DBX267.7",Boolean,1,RO,100,,,,,,,,,,"M5134反转运行",
"M5134.State.Runing","DB70.DBX266.0",Boolean,1,RO,100,,,,,,,,,,"M5134设备运行标志",
"M5134.State.SelectPlace","DB70.DBX266.7",Boolean,1,RO,100,,,,,,,,,,"M5134选中位",
"M5134.State.YX_DX","DB50.DBB4005",Byte,1,RO,100,,,,,,,,,,"M5134码垛垛型",
"M5134.State.YX_Num","DB50.DBB4006",Byte,1,RO,100,,,,,,,,,,"M5134烟箱数量",
"M5134.State.YX_Type","DB50.DBB4004",Byte,1,RO,100,,,,,,,,,,"M5134烟箱类型",
"M5134.Task.Code","DB50.DINT3992",Long,1,RO,100,,,,,,,,,,"M5134托盘条码",
"M5134.Task.DestSta","DB50.DBW4000",Short,1,RO,100,,,,,,,,,,"M5134目标地址",
"M5134.Task.StartSta","DB50.DBW3998",Short,1,RO,100,,,,,,,,,,"M5134起始地址",
"M5134.Task.Task","DB50.DBW3990",Short,1,RO,100,,,,,,,,,,"M5134任务号",
"M5134.Task.TpType","DB50.DBW3996",Short,1,RO,100,,,,,,,,,,"M5134货物类型",
"M5135.Alarm.B_Fault","DB50.DBX4032.4",Boolean,1,RO,100,,,,,,,,,,"M5135后超长",
"M5135.Alarm.DriveFault","DB70.DBX268.2",Boolean,1,RO,100,,,,,,,,,,"M5135驱动器故障",
"M5135.Alarm.EstopFault","DB70.DBX269.3",Boolean,1,RO,100,,,,,,,,,,"M5135急停故障",
"M5135.Alarm.F_Fault","DB50.DBX4032.3",Boolean,1,RO,100,,,,,,,,,,"M5135前超长",
"M5135.Alarm.H_Fault","DB50.DBX4032.2",Boolean,1,RO,100,,,,,,,,,,"M5135超高",
"M5135.Alarm.L_Fault","DB50.DBX4032.5",Boolean,1,RO,100,,,,,,,,,,"M5135左超宽",
"M5135.Alarm.LS_Fault","DB70.DBX269.2",Boolean,1,RO,100,,,,,,,,,,"M5135限位故障",
"M5135.Alarm.NoRead","DB50.DBX4033.1",Boolean,1,RO,100,,,,,,,,,,"M5135条码未读出",
"M5135.Alarm.OutSideFault","DB70.DBX269.1",Boolean,1,RO,100,,,,,,,,,,"M5135货物超边故障",
"M5135.Alarm.PH_Fault","DB70.DBX268.6",Boolean,1,RO,100,,,,,,,,,,"M5135光电管异常",
"M5135.Alarm.QF_Fault","DB70.DBX268.4",Boolean,1,RO,100,,,,,,,,,,"M5135空开故障",
"M5135.Alarm.QS_Fault","DB70.DBX268.5",Boolean,1,RO,100,,,,,,,,,,"M5135隔离开关故障",
"M5135.Alarm.R_Fault","DB50.DBX4032.6",Boolean,1,RO,100,,,,,,,,,,"M5135右超宽",
"M5135.Alarm.RFID_ReadFault","DB50.DBX4033.3",Boolean,1,RO,100,,,,,,,,,,"M5135RFID读取错误",
"M5135.Alarm.RFID_WriteFault","DB50.DBX4033.2",Boolean,1,RO,100,,,,,,,,,,"M5135RFID写入错误",
"M5135.Alarm.TimeOutFault","DB70.DBX268.3",Boolean,1,RO,100,,,,,,,,,,"M5135超时故障",
"M5135.Alarm.TM_JY_Fault","DB50.DBX4033.0",Boolean,1,RO,100,,,,,,,,,,"M5135条码校验故障",
"M5135.Alarm.TotalFault","DB70.DBX268.1",Boolean,1,RO,100,,,,,,,,,,"M5135总故障",
"M5135.Alarm.WX_Fault","DB50.DBX4032.1",Boolean,1,RO,100,,,,,,,,,,"M5135外形故障",
"M5135.Alarm.WX_TM_Fault","DB50.DBX4032.0",Boolean,1,RO,100,,,,,,,,,,"M5135外形条码总故障",
"M5135.State.Allow","DB50.DBB4039",Byte,1,RO,100,,,,,,,,,,"M5135允许拆盘",
"M5135.State.ForwardRun","DB70.DBX269.6",Boolean,1,RO,100,,,,,,,,,,"M5135正转运行",
"M5135.State.Get_Num","DB50.DBB4038",Byte,1,RO,100,,,,,,,,,,"M5135已取数量",
"M5135.State.LastOne","DB50.DBX4033.4",Boolean,1,RO,100,,,,,,,,,,"M5135强制推盘",
"M5135.State.Load","DB70.DBX269.5",Boolean,1,RO,100,,,,,,,,,,"M5135负载",
"M5135.State.MD_State1","DB50.DINT4040",Long,1,RO,100,,,,,,,,,,"M5135码垛状态1",
"M5135.State.MD_State2","DB50.DBB4044",Byte,1,RO,100,,,,,,,,,,"M5135码垛状态2",
"M5135.State.Need_Num","DB50.DBB4037",Byte,1,RO,100,,,,,,,,,,"M5135要取数量",
"M5135.State.PH1","I53.1",Boolean,1,RO,100,,,,,,,,,,"5135到位光电",
"M5135.State.PH2","I53.3",Boolean,1,RO,100,,,,,,,,,,"5135对射保护光电",
"M5135.State.ReversalRun","DB70.DBX269.7",Boolean,1,RO,100,,,,,,,,,,"M5135反转运行",
"M5135.State.Runing","DB70.DBX268.0",Boolean,1,RO,100,,,,,,,,,,"M5135设备运行标志",
"M5135.State.SelectPlace","DB70.DBX268.7",Boolean,1,RO,100,,,,,,,,,,"M5135选中位",
"M5135.State.YX_DX","DB50.DBB4035",Byte,1,RO,100,,,,,,,,,,"M5135码垛垛型",
"M5135.State.YX_Num","DB50.DBB4036",Byte,1,RO,100,,,,,,,,,,"M5135烟箱数量",
"M5135.State.YX_Type","DB50.DBB4034",Byte,1,RO,100,,,,,,,,,,"M5135烟箱类型",
"M5135.Task.Code","DB50.DINT4022",Long,1,RO,100,,,,,,,,,,"M5135托盘条码",
"M5135.Task.DestSta","DB50.DBW4030",Short,1,RO,100,,,,,,,,,,"M5135目标地址",
"M5135.Task.StartSta","DB50.DBW4028",Short,1,RO,100,,,,,,,,,,"M5135起始地址",
"M5135.Task.Task","DB50.DBW4020",Short,1,RO,100,,,,,,,,,,"M5135任务号",
"M5135.Task.TpType","DB50.DBW4026",Short,1,RO,100,,,,,,,,,,"M5135货物类型",
"M5136.Alarm.B_Fault","DB50.DBX4062.4",Boolean,1,RO,100,,,,,,,,,,"M5136后超长",
"M5136.Alarm.DriveFault","DB70.DBX270.2",Boolean,1,RO,100,,,,,,,,,,"M5136驱动器故障",
"M5136.Alarm.EstopFault","DB70.DBX271.3",Boolean,1,RO,100,,,,,,,,,,"M5136急停故障",
"M5136.Alarm.F_Fault","DB50.DBX4062.3",Boolean,1,RO,100,,,,,,,,,,"M5136前超长",
"M5136.Alarm.H_Fault","DB50.DBX4062.2",Boolean,1,RO,100,,,,,,,,,,"M5136超高",
"M5136.Alarm.L_Fault","DB50.DBX4062.5",Boolean,1,RO,100,,,,,,,,,,"M5136左超宽",
"M5136.Alarm.LS_Fault","DB70.DBX271.2",Boolean,1,RO,100,,,,,,,,,,"M5136限位故障",
"M5136.Alarm.NoRead","DB50.DBX4063.1",Boolean,1,RO,100,,,,,,,,,,"M5136条码未读出",
"M5136.Alarm.OutSideFault","DB70.DBX271.1",Boolean,1,RO,100,,,,,,,,,,"M5136货物超边故障",
"M5136.Alarm.PH_Fault","DB70.DBX270.6",Boolean,1,RO,100,,,,,,,,,,"M5136光电管异常",
"M5136.Alarm.QF_Fault","DB70.DBX270.4",Boolean,1,RO,100,,,,,,,,,,"M5136空开故障",
"M5136.Alarm.QS_Fault","DB70.DBX270.5",Boolean,1,RO,100,,,,,,,,,,"M5136隔离开关故障",
"M5136.Alarm.R_Fault","DB50.DBX4062.6",Boolean,1,RO,100,,,,,,,,,,"M5136右超宽",
"M5136.Alarm.RFID_ReadFault","DB50.DBX4063.3",Boolean,1,RO,100,,,,,,,,,,"M5136RFID读取错误",
"M5136.Alarm.RFID_WriteFault","DB50.DBX4063.2",Boolean,1,RO,100,,,,,,,,,,"M5136RFID写入错误",
"M5136.Alarm.TimeOutFault","DB70.DBX270.3",Boolean,1,RO,100,,,,,,,,,,"M5136超时故障",
"M5136.Alarm.TM_JY_Fault","DB50.DBX4063.0",Boolean,1,RO,100,,,,,,,,,,"M5136条码校验故障",
"M5136.Alarm.TotalFault","DB70.DBX270.1",Boolean,1,RO,100,,,,,,,,,,"M5136总故障",
"M5136.Alarm.WX_Fault","DB50.DBX4062.1",Boolean,1,RO,100,,,,,,,,,,"M5136外形故障",
"M5136.Alarm.WX_TM_Fault","DB50.DBX4062.0",Boolean,1,RO,100,,,,,,,,,,"M5136外形条码总故障",
"M5136.State.Allow","DB50.DBB4069",Byte,1,RO,100,,,,,,,,,,"M5136允许拆盘",
"M5136.State.ForwardRun","DB70.DBX271.6",Boolean,1,RO,100,,,,,,,,,,"M5136正转运行",
